"","title","names","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","timeReading","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","condition","first","overall_cor","NFC","FI","timeReadingLog","timeDragLog","uniqueStatement","relError","name1_error","name2_error","dayblock","date","design","stoIdx2"
"7602","farm","Eshov,Ewey,Aid,Ifeh,Gabit,Owmi","hebb",12,838691,"0.0-3.0-9.0","gc7wbs06sd24",1318,"Plant Aid are harvested automatically.","Aid","are harvested automatically",4755,3,"are harvested automatically","Aid",NA,NA,"3",10,TRUE,NA,TRUE,"filler",0,1,13,11,7.18462915271731,8.46716225781067,"farm3","none","none",NA,"morning","2016-04-25",0,5
"7621","robber","Afi,Fozeh,Molash,Hosen,Atmag,Orok","hebb",14,887017,"0.0-3.0-11.0","gc7wbs06sd24",5709,"Criminal Afi learns about security issue Fozeh.","Afi","learns about",9188,3,"learns about","Afi","Fozeh","Fozeh","1",12,TRUE,TRUE,TRUE,"analog",0,1,13,11,8.64997430265006,9.12576239550089,"robber1","none","none","none","morning","2016-04-25",0,6
"7622","robber","Afi,Fozeh,Molash,Hosen,Atmag,Orok","hebb",14,887017,"0.0-3.0-11.0","gc7wbs06sd24",7112,"Security issue Fozeh suspends alarm system of museum Molash.","Fozeh","suspends sth. of",5432,3,"suspends sth. of","Fozeh","Molash","Molash","2",12,TRUE,TRUE,TRUE,"analog",0,1,13,11,8.86967937473351,8.60024674655152,"robber2","none","none","none","morning","2016-04-25",0,6
"7623","robber","Afi,Fozeh,Molash,Hosen,Atmag,Orok","hebb",14,887017,"0.0-3.0-11.0","gc7wbs06sd24",1040,"Museum Molash gets robbed.","Molash","gets robbed",5004,2,"gets robbed","Molash",NA,NA,"3",12,TRUE,NA,TRUE,"analog",0,1,13,11,6.94793706861497,8.51819269174932,"robber3","none","none",NA,"morning","2016-04-25",0,6
"763","employee","Ofes,Saly,Pide,Evib,Awiz,Yuxeh","hebb",15,920093,"0.0-3.0-12.0","gc7wbs06sd24",4118,"Employee Ofes is assigned to project Saly.","Ofes","is assigned to",7834,4,"is assigned to","Ofes","Saly","Saly","1",13,TRUE,TRUE,TRUE,"filler",0,1,13,11,8.32336569443608,8.96635615479012,"employee1","none","none","none","morning","2016-04-25",0,6
"7631","employee","Ofes,Saly,Pide,Evib,Awiz,Yuxeh","hebb",15,920093,"0.0-3.0-12.0","gc7wbs06sd24",7984,"Project Saly supports agenda of manager Pide.","Saly","supports sth. of",5642,3,"supports sth. of","Saly","Pide","Pide","2",13,TRUE,TRUE,TRUE,"filler",0,1,13,11,8.98532006064911,8.63817111796914,"employee2","none","none","none","morning","2016-04-25",0,6
"7632","employee","Ofes,Saly,Pide,Evib,Awiz,Yuxeh","hebb",15,920093,"0.0-3.0-12.0","gc7wbs06sd24",1576,"Manager Pide gets a promotion.","Pide","gets a promotion",4420,2,"gets a promotion","Pide",NA,NA,"3",13,TRUE,NA,TRUE,"filler",0,1,13,11,7.36327958696304,8.39412119382624,"employee3","none","none",NA,"morning","2016-04-25",0,6
"764","hacker","Eefar,Gelyp,Ohuy,Upel,Hoyl,Dohod","hebb",16,962566,"0.0-3.0-13.0","gc7wbs06sd24",4357,"Hacker Eefar wrote computer code Gelyp.","Eefar","cracks sth. of",7542,3,"wrote","Eefar","Gelyp","Gelyp","1",14,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,13,11,8.37976851550457,8.92837525985363,"hacker1","order","none","none","morning","2016-04-25",0,7
"7641","hacker","Eefar,Gelyp,Ohuy,Upel,Hoyl,Dohod","hebb",16,962566,"0.0-3.0-13.0","gc7wbs06sd24",6783,"Code Gelyp cracks the firewall of company Ohuy.","Gelyp","cracks sth. of",16728,4,"cracks sth. of","Gelyp","Ohuy","Ohuy","2",14,TRUE,TRUE,TRUE,"analog",0,1,13,11,8.82232217747174,9.72489901933128,"hacker2","none","none","none","morning","2016-04-25",0,7
"7642","hacker","Eefar,Gelyp,Ohuy,Upel,Hoyl,Dohod","hebb",16,962566,"0.0-3.0-13.0","gc7wbs06sd24",1467,"Company Ohuy suffers a data loss.","Ohuy","suffers sth.",4096,2,"suffers sth.","Ohuy",NA,NA,"3",14,TRUE,NA,TRUE,"analog",0,1,13,11,7.29165620917446,8.31801027754687,"hacker3","none","none",NA,"morning","2016-04-25",0,7
"765","mining","Wecin,Lenik,Vipal,Felac,Rothuk,Igoth","hebb",17,1003812,"0.0-3.0-14.0","gc7wbs06sd24",8755,"Mining company Wecin has a lot of resource Lenik.","Wecin","has a lot of",10352,3,"has a lot of","Wecin","Lenik","Lenik","1",15,TRUE,TRUE,TRUE,"filler",0,1,13,11,9.07749445864275,9.24503161176611,"mining1","none","none","none","morning","2016-04-25",0,7
"7651","mining","Wecin,Lenik,Vipal,Felac,Rothuk,Igoth","hebb",17,1003812,"0.0-3.0-14.0","gc7wbs06sd24",7461,"Resource Lenik is sparse in country Vipal.","Lenik","is sparse in",7240,4,"is sparse in","Lenik","Vipal","Vipal","2",15,TRUE,TRUE,TRUE,"filler",0,1,13,11,8.9175787537811,8.88751459738882,"mining2","none","none","none","morning","2016-04-25",0,7
"7652","mining","Wecin,Lenik,Vipal,Felac,Rothuk,Igoth","hebb",17,1003812,"0.0-3.0-14.0","gc7wbs06sd24",1266,"Country Vipal starts negotiating.","Vipal","starts negotiating",4668,2,"starts negotiating","Vipal",NA,NA,"3",15,TRUE,NA,TRUE,"filler",0,1,13,11,7.14440718032114,8.44870019497094,"mining3","none","none",NA,"morning","2016-04-25",0,7
"766","bacteria","Potho,Afid,Atmag,Awiz,Izdep,Upno","hebb",3,97758,"0.0-3.0-0.0","gdh36dogvbof",8564,"Bacteria Potho emits enzyme Afid.","Potho","emits",34375,4,"emits","Potho","Awiz","Afid","1",1,TRUE,FALSE,TRUE,"analog",1,0.666666666666667,13,11,9.05543941075822,10.4451139254548,"bacteria1","none","none","other","morning","2016-04-22",0,1
"7661","bacteria","Potho,Afid,Atmag,Awiz,Izdep,Upno","hebb",3,97758,"0.0-3.0-0.0","gdh36dogvbof",922,"Enzyme Afid dissolves the membrane of organ Atmag.","Afid","dissolves sth. of",22391,3,"dissolves sth. of","Afid","Atmag","Atmag","2",1,TRUE,TRUE,TRUE,"analog",1,1,13,11,6.82762923450285,10.0164590311953,"bacteria2","none","none","none","morning","2016-04-22",0,1
"7662","bacteria","Potho,Afid,Atmag,Awiz,Izdep,Upno","hebb",3,97758,"0.0-3.0-0.0","gdh36dogvbof",833,"Organ Atmag fails.","Atmag","fails",18702,2,"fails","Atmag",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,13,11,6.72623340235875,9.836439217783,"bacteria3","none","none",NA,"morning","2016-04-22",0,1
"767","meteo","Napib,Vipal,Itbob,Ahow,Avyth,Ihab","hebb",4,168932,"0.0-3.0-1.0","gdh36dogvbof",4939,"Cloud Napib collects humidity over ocean Vipal.","Vipal","collects humidity over",30389,3,"collects humidity over","Napib","Itbob","Vipal","1",2,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,13,11,8.50512061018197,10.3218688859108,"meteo1","none","intra-stat","inter-stat","morning","2016-04-22",0,1
"7671","meteo","Napib,Vipal,Itbob,Ahow,Avyth,Ihab","hebb",4,168932,"0.0-3.0-1.0","gdh36dogvbof",926,"Ocean Vipal lies next to the beaches of area Itbob.","Napib","collects humidity over",20874,3,"lies next to","Vipal","Vipal","Itbob","2",2,FALSE,FALSE,FALSE,"filler",0,0,13,11,6.83195356556585,9.94630754971906,"meteo2","order","inter-stat","intra-stat","morning","2016-04-22",0,1
"7672","meteo","Napib,Vipal,Itbob,Ahow,Avyth,Ihab","hebb",4,168932,"0.0-3.0-1.0","gdh36dogvbof",959,"Area Itbob is fertile.","Itbob","is fertile",11577,2,"is fertile","Itbob",NA,NA,"3",2,TRUE,NA,TRUE,"filler",0,1,13,11,6.86693328446188,9.35686202463895,"meteo3","none","none",NA,"morning","2016-04-22",0,1
"768","hacker","Owmi,Meuf,Wecin,Pishi,Upum,Roze","hebb",5,256543,"0.0-3.0-2.0","gdh36dogvbof",2813,"Hacker Owmi wrote computer code Meuf.","Owmi","cracks sth. of",20665,3,"wrote","Owmi","Meuf","Meuf","1",3,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,13,11,7.94236223767433,9.9362451167743,"hacker1","order","none","none","morning","2016-04-22",0,2
"7681","hacker","Owmi,Meuf,Wecin,Pishi,Upum,Roze","hebb",5,256543,"0.0-3.0-2.0","gdh36dogvbof",1095,"Code Meuf cracks the firewall of company Wecin.","Meuf","cracks sth. of",29281,3,"cracks sth. of","Meuf","Roze","Wecin","2",3,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,13,11,6.99942246750796,10.2847282717534,"hacker2","none","none","other","morning","2016-04-22",0,2
"7682","hacker","Owmi,Meuf,Wecin,Pishi,Upum,Roze","hebb",5,256543,"0.0-3.0-2.0","gdh36dogvbof",2733,"Company Wecin suffers a data loss.","Wecin","wrote",29501,2,"suffers sth.","Wecin",NA,NA,"3",3,TRUE,NA,FALSE,"analog",0,0.5,13,11,7.91352101728389,10.29221333664,"hacker3","order","none",NA,"morning","2016-04-22",0,2
"769","farm","Felac,Yuxeh,Inag,Ada,Vuloz,Molash","hebb",6,344073,"0.0-3.0-3.0","gdh36dogvbof",6845,"Farmer Felac bought machine Yuxeh.","Felac","are reaped mechanically",42024,5,"bought","Felac","Yuxeh","Yuxeh","1",4,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,13,11,8.83141981909013,10.6460199582768,"farm1","order-syno","none","none","morning","2016-04-22",0,2
"7691","farm","Felac,Yuxeh,Inag,Ada,Vuloz,Molash","hebb",6,344073,"0.0-3.0-3.0","gdh36dogvbof",1780,"Machine Yuxeh can collect fruit of plant Inag.","Yuxeh","are picked manually",20187,4,"can collect","Yuxeh","Vuloz","Inag","2",4,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,13,11,7.48493028328966,9.91284364746015,"farm2","order-grasyn","none","other","morning","2016-04-22",0,2
"7692","farm","Felac,Yuxeh,Inag,Ada,Vuloz,Molash","hebb",6,344073,"0.0-3.0-3.0","gdh36dogvbof",1061,"Plant Inag are harvested automatically.","Inag","are harvested automatically",14110,2,"are harvested automatically","Inag",NA,NA,"3",4,TRUE,NA,TRUE,"filler",0,1,13,11,6.96790920180188,9.55470991405776,"farm3","none","none",NA,"morning","2016-04-22",0,2
"770","fox","Wehif,Goxos,Rothuk,Zimob,Pide,Paza","hebb",7,429995,"0.0-3.0-4.0","gdh36dogvbof",4441,"Fox Wehif digs tunnel Goxos.","Wehif","wants",31560,6,"digs","Wehif","Goxos","Goxos","1",5,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,13,11,8.39886000445437,10.3596774601359,"fox1","grasyn","none","none","morning","2016-04-22",0,3
"7701","fox","Wehif,Goxos,Rothuk,Zimob,Pide,Paza","hebb",7,429995,"0.0-3.0-4.0","gdh36dogvbof",1310,"Tunnel Goxos leads to coop of chicken Rothuk.","Goxos","gets to sth. of",35093,3,"leads to sth. of","Goxos","Rothuk","Rothuk","2",5,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,13,11,7.1785454837637,10.4657854546711,"fox2","syno","none","none","morning","2016-04-22",0,3
"7702","fox","Wehif,Goxos,Rothuk,Zimob,Pide,Paza","hebb",7,429995,"0.0-3.0-4.0","gdh36dogvbof",1172,"Chicken Rothuk is devoured.","Rothuk","is eaten",10812,2,"is devoured","Rothuk",NA,NA,"3",5,TRUE,NA,FALSE,"analog",0,0.5,13,11,7.06731984865348,9.28850439294554,"fox3","syno","none",NA,"morning","2016-04-22",0,3
"7711","mining","Kawud,Mabi,Olef,Hosen,Assit,Yoges","hebb",8,507325,"0.0-3.0-5.0","gdh36dogvbof",2783,"Mining company Kawud has a lot of resource Mabi.","Kawud","starts trading",44938,6,"has a lot of","Kawud","Mabi","Mabi","1",6,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,13,11,7.93164402145431,10.7130612936003,"mining1","order-grasyn","none","none","morning","2016-04-22",0,3
"7712","mining","Kawud,Mabi,Olef,Hosen,Assit,Yoges","hebb",8,507325,"0.0-3.0-5.0","gdh36dogvbof",936,"Resource Mabi is sparse in country Olef.","Mabi","is sparse in",14921,3,"is sparse in","Mabi","Olef","Olef","2",6,TRUE,TRUE,TRUE,"filler",0,1,13,11,6.84268328223842,9.61059191303146,"mining2","none","none","none","morning","2016-04-22",0,3
"7713","mining","Kawud,Mabi,Olef,Hosen,Assit,Yoges","hebb",8,507325,"0.0-3.0-5.0","gdh36dogvbof",843,"Country Olef starts negotiating.","Olef","starts trading",11391,2,"starts negotiating","Olef",NA,NA,"3",6,TRUE,NA,FALSE,"filler",0,0.5,13,11,6.73815249459596,9.34066663365176,"mining3","grasyn","none",NA,"morning","2016-04-22",0,3
"7721","crusader","Owih,Uyim,Aid,Eshbu,Lenik,Fozeh","hebb",9,582088,"0.0-3.0-6.0","gdh36dogvbof",3079,"Crusader group Owih bought weapon Uyim.","Owih","bought",34748,3,"bought","Owih","Uyim","Uyim","1",7,TRUE,TRUE,TRUE,"analog",0,1,13,11,8.03268487596762,10.4559060736005,"crusader1","none","none","none","morning","2016-04-22",0,4
"7722","crusader","Owih,Uyim,Aid,Eshbu,Lenik,Fozeh","hebb",9,582088,"0.0-3.0-6.0","gdh36dogvbof",921,"Weapon Uyim breaches the fortification of town Aid.","Uyim","is infiltrated",23954,3,"breaches sth. of","Uyim","Aid","Aid","2",7,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,13,11,6.82654522355659,10.0839323493172,"crusader2","order-grasyn","none","none","morning","2016-04-22",0,4
"7723","crusader","Owih,Uyim,Aid,Eshbu,Lenik,Fozeh","hebb",9,582088,"0.0-3.0-6.0","gdh36dogvbof",859,"Town Aid is invaded.","Aid","is invaded",9687,2,"is invaded","Aid",NA,NA,"3",7,TRUE,NA,TRUE,"analog",0,1,13,11,6.75693238924755,9.17864328523293,"crusader3","none","none",NA,"morning","2016-04-22",0,4
"773","employee","Hize,Thuha,Lyde,Igoth,Ofes,Ottha","hebb",10,641435,"0.0-3.0-7.0","gdh36dogvbof",2795,"Employee Hize is assigned to project Thuha.","Igoth","supports sth. of",26068,3,"is assigned to","Hize","Thuha","Thuha","1",8,FALSE,TRUE,FALSE,"filler",0,0.333333333333333,13,11,7.9359451033537,10.1685021479256,"employee1","order","other","none","morning","2016-04-22",0,4
"7731","employee","Hize,Thuha,Lyde,Igoth,Ofes,Ottha","hebb",10,641435,"0.0-3.0-7.0","gdh36dogvbof",937,"Project Thuha supports agenda of manager Lyde.","Thuha","is arranged to",16265,3,"supports sth. of","Thuha","Lyde","Lyde","2",8,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,13,11,6.84374994900622,9.69683231872672,"employee2","order-grasyn","none","none","morning","2016-04-22",0,4
"7732","employee","Hize,Thuha,Lyde,Igoth,Ofes,Ottha","hebb",10,641435,"0.0-3.0-7.0","gdh36dogvbof",2117,"Manager Lyde gets a promotion.","Lyde","gets a promotion",9627,2,"gets a promotion","Lyde",NA,NA,"3",8,TRUE,NA,TRUE,"filler",0,1,13,11,7.65822752616135,9.17243079890296,"employee3","none","none",NA,"morning","2016-04-22",0,4
"774","espionage","Eefar,Vivaf,Hoyl,Upel,Gabit,Thygef","hebb",11,690386,"0.0-3.0-8.0","gdh36dogvbof",2611,"Country Eefar trains spy Vivaf.","Eefar","trains",15700,3,"trains","Eefar","Vivaf","Vivaf","1",9,TRUE,TRUE,TRUE,"analog",0,1,13,11,7.86787149039632,9.66147968357552,"espionage1","none","none","none","morning","2016-04-22",0,5
"7741","espionage","Eefar,Vivaf,Hoyl,Upel,Gabit,Thygef","hebb",11,690386,"0.0-3.0-8.0","gdh36dogvbof",953,"Spy Vivaf is hired by Intelligence Agency of country Hoyl.","Vivaf","is employed by sth. of",16609,3,"is hired by sth. of","Vivaf","Hoyl","Hoyl","2",9,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,13,11,6.86066367144829,9.71776020260734,"espionage2","syno","none","none","morning","2016-04-22",0,5
"7742","espionage","Eefar,Vivaf,Hoyl,Upel,Gabit,Thygef","hebb",11,690386,"0.0-3.0-8.0","gdh36dogvbof",953,"Country Hoyl has its secrets stolen.","Hoyl","has sth. stolen",10594,2,"has sth. stolen","Hoyl",NA,NA,"3",9,TRUE,NA,TRUE,"analog",0,1,13,11,6.86066367144829,9.2681374707024,"espionage3","none","none",NA,"morning","2016-04-22",0,5
"775","school","Rove,Titho,Olag,Gena,Dohod,Kewos","hebb",12,742089,"0.0-3.0-9.0","gdh36dogvbof",2689,"School girl Rove hits boy Titho.","Olag","reports to",19983,3,"hits","Rove","Titho","Titho","1",10,FALSE,TRUE,FALSE,"filler",0,0.333333333333333,13,11,7.89729647259588,9.90268723236536,"school1","order","inter-stat","none","morning","2016-04-22",0,5
"7751","school","Rove,Titho,Olag,Gena,Dohod,Kewos","hebb",12,742089,"0.0-3.0-9.0","gdh36dogvbof",736,"Boy Titho reports to teacher Olag.","Titho","touches",16702,4,"reports to","Titho","Dohod","Olag","2",10,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,13,11,6.60258789218934,9.72334362298995,"school2","order-grasyn","none","other","morning","2016-04-22",0,5
"7752","school","Rove,Titho,Olag,Gena,Dohod,Kewos","hebb",12,742089,"0.0-3.0-9.0","gdh36dogvbof",905,"Teacher Olag calls parents.","Dohod","notifies parents",9173,2,"calls parents","Olag",NA,NA,"3",10,FALSE,NA,FALSE,"filler",0,0,13,11,6.80903930604298,9.12412867515712,"school3","syno","other",NA,"morning","2016-04-22",0,5
"777","robber","Erok,Mawi,Epnux,Uwit,Thyra,Hadith","hebb",14,866621,"0.0-3.0-11.0","gdh36dogvbof",2423,"Criminal Erok learns about security issue Mawi.","Uwit","learns about",26039,3,"learns about","Erok","Epnux","Mawi","1",12,FALSE,FALSE,TRUE,"analog",0,0.333333333333333,13,11,7.7931743471892,10.1673890963225,"robber1","none","other","inter-stat","morning","2016-04-22",0,6
"7771","robber","Erok,Mawi,Epnux,Uwit,Thyra,Hadith","hebb",14,866621,"0.0-3.0-11.0","gdh36dogvbof",1003,"Security issue Mawi suspends alarm system of museum Epnux.","Epnux","starts looking",55235,3,"suspends sth. of","Mawi","Mawi","Epnux","2",12,FALSE,FALSE,FALSE,"analog",0,0,13,11,6.91174730025167,10.9193701936052,"robber2","order-grasyn","intra-stat","intra-stat","morning","2016-04-22",0,6
"7772","robber","Erok,Mawi,Epnux,Uwit,Thyra,Hadith","hebb",14,866621,"0.0-3.0-11.0","gdh36dogvbof",1062,"Museum Epnux gets robbed.","Mawi","gets robbed",14000,2,"gets robbed","Epnux",NA,NA,"3",12,FALSE,NA,TRUE,"analog",0,0.5,13,11,6.96885037834195,9.54688403461792,"robber3","none","inter-stat",NA,"morning","2016-04-22",0,6
"778","insect","Uvman,Vilux,Idog,Saly,Orok,Eshov","hebb",15,938464,"0.0-3.0-12.0","gdh36dogvbof",2516,"Perfume Uvman attracts insect Vilux.","Orok","attracts",37455,5,"attracts","Uvman","Vilux","Vilux","1",13,FALSE,TRUE,TRUE,"filler",0,0.666666666666667,13,11,7.83082299513532,10.5309221897307,"insect1","none","other","none","morning","2016-04-22",0,6
"7781","insect","Uvman,Vilux,Idog,Saly,Orok,Eshov","hebb",15,938464,"0.0-3.0-12.0","gdh36dogvbof",1047,"Insect Vilux attacks woman Idog.","Vilux","attacks",14344,3,"attacks","Vilux","Idog","Idog","2",13,TRUE,TRUE,TRUE,"filler",0,1,13,11,6.95463886488099,9.57115672841547,"insect2","none","none","none","morning","2016-04-22",0,6
"7782","insect","Uvman,Vilux,Idog,Saly,Orok,Eshov","hebb",15,938464,"0.0-3.0-12.0","gdh36dogvbof",1033,"Woman Idog has an allergic reaction.","Idog","has an allergic reaction",13906,2,"has an allergic reaction","Idog",NA,NA,"3",13,TRUE,NA,TRUE,"filler",0,1,13,11,6.94119005506837,9.54014758947861,"insect3","none","none",NA,"morning","2016-04-22",0,6
"779","lawyer","Enmob,Thisun,Huluw,Ofpoz,Puvi,Ezol","hebb",16,1007558,"0.0-3.0-13.0","gdh36dogvbof",5831,"Lawyer Enmob finds loophole Thisun.","Huluw","loses sth.",25668,3,"finds","Enmob","Thisun","Thisun","1",14,FALSE,TRUE,FALSE,"analog",0,0.333333333333333,13,11,8.67111527368849,10.1530393171266,"lawyer1","order","inter-stat","none","morning","2016-04-22",0,7
"7791","lawyer","Enmob,Thisun,Huluw,Ofpoz,Puvi,Ezol","hebb",16,1007558,"0.0-3.0-13.0","gdh36dogvbof",968,"Loophole Thisun bypasses contract of union Huluw.","Thisun","bypasses sth. of",18268,3,"bypasses sth. of","Thisun","Huluw","Huluw","2",14,TRUE,TRUE,TRUE,"analog",0,1,13,11,6.87626461189077,9.81296091333657,"lawyer2","none","none","none","morning","2016-04-22",0,7
"7792","lawyer","Enmob,Thisun,Huluw,Ofpoz,Puvi,Ezol","hebb",16,1007558,"0.0-3.0-13.0","gdh36dogvbof",1015,"Union Huluw loses a lawsuit.","Huluw","loses sth.",15810,2,"loses sth.","Huluw",NA,NA,"3",14,TRUE,NA,TRUE,"analog",0,1,13,11,6.92362862813843,9.66846117931015,"lawyer3","none","none",NA,"morning","2016-04-22",0,7
"780","fish","Hoap,Eyem,Afi,Ebib,Enwi,Lothe","hebb",17,1085918,"0.0-3.0-14.0","gdh36dogvbof",7096,"Fisher Hoap cultivates sea grass Eyem.","Hoap","grows",28703,3,"cultivates","Hoap","Enwi","Eyem","1",15,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,13,11,8.86742743852498,10.2647917648585,"fish1","syno","none","other","morning","2016-04-22",0,7
"7801","fish","Hoap,Eyem,Afi,Ebib,Enwi,Lothe","hebb",17,1085918,"0.0-3.0-14.0","gdh36dogvbof",967,"Sea grass Eyem is eaten by fish Afi.","Enwi","is eaten by",26170,3,"is eaten by","Eyem","Eyem","Afi","2",15,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,13,11,6.87523208727658,10.1724072064869,"fish2","none","other","intra-stat","morning","2016-04-22",0,7
"7802","fish","Hoap,Eyem,Afi,Ebib,Enwi,Lothe","hebb",17,1085918,"0.0-3.0-14.0","gdh36dogvbof",1594,"Fish Afi is captured.","Eyem","is captured",12313,2,"is captured","Afi",NA,NA,"3",15,FALSE,NA,TRUE,"filler",0,0.5,13,11,7.37462901521894,9.41849210547116,"fish3","none","inter-stat",NA,"morning","2016-04-22",0,7
"7811","insect","Mawi,Goxos,Avyth,Owih,Gelyp,Uhuy","hebb",3,171744,"0.0-3.0-0.0","gto6lwt07e6v",5409,"Perfume Mawi attracts insect Goxos.","Mawi","attracts",16433,3,"attracts","Mawi","Avyth","Goxos","1",1,TRUE,FALSE,TRUE,"filler",1,0.666666666666667,17,13,8.59600437184053,9.70710763849113,"insect1","none","none","inter-stat","morning","2016-05-13",1,1
"7812","insect","Mawi,Goxos,Avyth,Owih,Gelyp,Uhuy","hebb",3,171744,"0.0-3.0-0.0","gto6lwt07e6v",4370,"Insect Goxos attacks woman Avyth.","Avyth","attacks",10399,3,"attacks","Goxos","Gelyp","Avyth","2",1,FALSE,FALSE,TRUE,"filler",1,0.333333333333333,17,13,8.38274709486331,9.24956108512946,"insect2","none","intra-stat","other","morning","2016-05-13",1,1
"7813","insect","Mawi,Goxos,Avyth,Owih,Gelyp,Uhuy","hebb",3,171744,"0.0-3.0-0.0","gto6lwt07e6v",2816,"Woman Avyth has an allergic reaction.","Gelyp","has an allergic reaction",7800,2,"has an allergic reaction","Avyth",NA,NA,"3",1,FALSE,NA,TRUE,"filler",1,0.5,17,13,7.94342776787637,8.96200720958831,"insect3","none","other",NA,"morning","2016-05-13",1,1
"7821","robber","Izdep,Vivaf,Meuf,Potho,Yuxeh,Ada","hebb",4,243690,"0.0-3.0-1.0","gto6lwt07e6v",6575,"Criminal Izdep learns about security issue Vivaf.","Izdep","inspects sth. of",27630,5,"learns about","Izdep","Vivaf","Vivaf","1",2,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,17,13,8.79118193673602,10.2266936098069,"robber1","order-grasyn","none","none","morning","2016-05-13",1,1
"7822","robber","Izdep,Vivaf,Meuf,Potho,Yuxeh,Ada","hebb",4,243690,"0.0-3.0-1.0","gto6lwt07e6v",4360,"Security issue Vivaf suspends alarm system of museum Meuf.","Vivaf","disrupts sth. of",18463,4,"suspends sth. of","Vivaf","Meuf","Meuf","2",2,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,17,13,8.38045666784277,9.82357816930783,"robber2","syno","none","none","morning","2016-05-13",1,1
"7823","robber","Izdep,Vivaf,Meuf,Potho,Yuxeh,Ada","hebb",4,243690,"0.0-3.0-1.0","gto6lwt07e6v",6191,"Museum Meuf gets robbed.","Meuf","gets robbed",7224,2,"gets robbed","Meuf",NA,NA,"3",2,TRUE,NA,TRUE,"analog",0,1,17,13,8.73101341526956,8.88530251298063,"robber3","none","none",NA,"morning","2016-05-13",1,1
"783","school","Fozeh,Titho,Uvman,Zimob,Gena,Eefar","hebb",5,277988,"0.0-3.0-2.0","gto6lwt07e6v",4951,"School girl Fozeh hits boy Titho.","Fozeh","hits",5971,3,"hits","Fozeh","Titho","Titho","1",3,TRUE,TRUE,TRUE,"filler",0,1,17,13,8.50754681436443,8.69483715865908,"school1","none","none","none","morning","2016-05-13",1,2
"7831","school","Fozeh,Titho,Uvman,Zimob,Gena,Eefar","hebb",5,277988,"0.0-3.0-2.0","gto6lwt07e6v",4522,"Boy Titho reports to teacher Uvman.","Titho","reports to",9968,3,"reports to","Titho","Fozeh","Uvman","2",3,TRUE,FALSE,TRUE,"filler",0,0.666666666666667,17,13,8.41693076947784,9.2072355570227,"school2","none","none","inter-stat","morning","2016-05-13",1,2
"7832","school","Fozeh,Titho,Uvman,Zimob,Gena,Eefar","hebb",5,277988,"0.0-3.0-2.0","gto6lwt07e6v",1631,"Teacher Uvman calls parents.","Fozeh","calls parents",5752,2,"calls parents","Uvman",NA,NA,"3",3,FALSE,NA,TRUE,"filler",0,0.5,17,13,7.39756153552405,8.65747673686329,"school3","none","inter-stat",NA,"morning","2016-05-13",1,2
"784","crusader","Ribi,Uwit,Ubug,Vipal,Itbob,Wehif","hebb",6,335887,"0.0-3.0-3.0","gto6lwt07e6v",9215,"Crusader group Ribi bought weapon Uwit.","Ribi","bought",6955,3,"bought","Ribi","Uwit","Uwit","1",4,TRUE,TRUE,TRUE,"analog",0,1,17,13,9.12869638293567,8.84735987547417,"crusader1","none","none","none","morning","2016-05-13",1,2
"7841","crusader","Ribi,Uwit,Ubug,Vipal,Itbob,Wehif","hebb",6,335887,"0.0-3.0-3.0","gto6lwt07e6v",4928,"Weapon Uwit breaches the fortification of town Ubug.","Uwit","breaches sth. of",21195,5,"breaches sth. of","Uwit","Ubug","Ubug","2",4,TRUE,TRUE,TRUE,"analog",0,1,17,13,8.50289140670538,9.96156776361265,"crusader2","none","none","none","morning","2016-05-13",1,2
"7842","crusader","Ribi,Uwit,Ubug,Vipal,Itbob,Wehif","hebb",6,335887,"0.0-3.0-3.0","gto6lwt07e6v",2136,"Town Ubug is invaded.","Ubug","is invaded",11968,6,"is invaded","Ubug",NA,NA,"3",4,TRUE,NA,TRUE,"analog",0,1,17,13,7.66715825531915,9.39007525287337,"crusader3","none","none",NA,"morning","2016-05-13",1,2
